學年度,學校體系別,設立別,學校代碼,學校名稱,領域代碼/名稱,學門代碼/名稱,學類代碼/名稱,細學類代碼/名稱,科系代碼?,科系名稱,日間/進修別,等級別,畢業生數總計,畢業生數男,畢業生數女
110,一般,公立,0048,國立金門大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131019,資訊工程學系,D 日,B 學士,34,28,6
110,一般,公立,0048,國立金門大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131041,理工學院資訊科技與應用碩士班,D 日,M 碩士,4,2,2
110,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131057,資訊管理學系,D 日,M 碩士,6,4,2
110,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131057,資訊管理學系,D 日,B 學士,51,29,22
110,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131061,資訊科學系,D 日,M 碩士,8,7,1
110,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131061,資訊科學系,D 日,B 學士,48,43,5
110,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131070,國際資訊科技與應用碩士學位學程,D 日,M 碩士,5,4,1
110,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0619 其他資訊通訊科技學類,06199 其他資訊通訊科技細學類,06199059,電腦與智慧型機器人學士學位學程,D 日,B 學士,29,23,6
110,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0619 其他資訊通訊科技學類,06199 其他資訊通訊科技細學類,06199062,電腦與通訊學系,D 日,B 學士,52,46,6
110,一般,公立,3002,臺北市立大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊科學系,D 日,M 碩士,9,7,2
110,一般,公立,3002,臺北市立大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊科學系,D 日,B 學士,31,26,5
109,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131080,資訊管理學系,D 日,D 博士,10,7,3
109,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131080,資訊管理學系,D 日,M 碩士,35,20,15
109,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131080,資訊管理學系,D 日,B 學士,74,41,33
109,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131081,資訊科學系,D 日,D 博士,1,1,-
109,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131081,資訊科學系,D 日,M 碩士,41,34,7
109,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131081,資訊科學系,D 日,B 學士,49,40,9
109,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,1,-,1
109,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134057,數位內容碩士學位學程,D 日,M 碩士,7,4,3
109,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊工程學系,D 日,D 博士,9,8,1
109,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊工程學系,D 日,M 碩士,163,135,28
109,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊工程學系,D 日,B 學士,133,102,31
109,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131122,資訊安全研究所,D 日,M 碩士,4,4,-
109,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134046,資訊系統與應用研究所,D 日,D 博士,2,1,1
109,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134046,資訊系統與應用研究所,D 日,M 碩士,57,36,21
109,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134048,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,2,2,-
109,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131062,資訊管理學系,D 日,D 博士,1,1,-
109,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131062,資訊管理學系,D 日,M 碩士,51,31,20
109,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131062,資訊管理學系,D 日,B 學士,53,35,18
109,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131063,資訊網路與多媒體研究所,D 日,D 博士,1,1,-
109,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131063,資訊網路與多媒體研究所,D 日,M 碩士,44,31,13
109,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131067,資訊工程學系,D 日,D 博士,10,10,-
109,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131067,資訊工程學系,D 日,M 碩士,132,116,16
109,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131067,資訊工程學系人工智慧碩士班,D 日,M 碩士,9,9,-
109,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131067,資訊工程學系,D 日,B 學士,124,110,14
109,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131081,生醫電子與資訊學研究所,D 日,D 博士,7,7,-
109,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131081,生醫電子與資訊學研究所,D 日,M 碩士,39,29,10
109,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131158,資料科學碩士學位學程,D 日,M 碩士,14,11,3
109,一般,公立,0004,國立臺灣師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131065,資訊工程學系,D 日,D 博士,1,1,-
109,一般,公立,0004,國立臺灣師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131065,資訊工程學系,D 日,M 碩士,62,46,16
109,一般,公立,0004,國立臺灣師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131065,資訊工程學系,D 日,B 學士,53,42,11
109,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131030,資訊管理研究所,D 日,M 碩士,29,19,10
109,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131036,資訊工程學系,D 日,D 博士,9,8,1
109,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131036,資訊工程學系,D 日,M 碩士,116,92,24
109,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131036,資訊工程學系,D 日,B 學士,105,75,30
109,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131037,電腦與通信工程研究所,D 日,D 博士,3,3,-
109,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131037,電腦與通信工程研究所,D 日,M 碩士,116,95,21
109,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131095,醫學資訊研究所,D 日,M 碩士,11,7,4
109,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131131,人工智慧科技碩士學位學程,D 日,M 碩士,9,7,2
109,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131043,資訊管理學系,D 日,M 碩士,37,20,17
109,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131043,資訊管理學系,D 日,B 學士,29,17,12
109,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131048,資訊科學與工程學系,D 日,D 博士,3,3,-
109,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131048,資訊科學與工程學系,D 日,M 碩士,71,59,12
109,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131048,資訊科學與工程學系,D 日,B 學士,38,31,7
109,一般,公立,0007,國立陽明交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0612 資料庫、網路設計及管理學類,06121 資料庫、網路設計及管理細學類,06121060,網路工程研究所,D 日,M 碩士,43,37,6
109,一般,公立,0007,國立陽明交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131022,資訊管理研究所,D 日,D 博士,3,1,2
109,一般,公立,0007,國立陽明交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131022,資訊管理研究所,D 日,M 碩士,36,21,15
109,一般,公立,0007,國立陽明交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131058,資訊工程學系,D 日,B 學士,167,132,35
109,一般,公立,0007,國立陽明交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131061,資訊科學與工程研究所,D 日,D 博士,7,6,1
109,一般,公立,0007,國立陽明交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131061,資訊科學與工程研究所,D 日,M 碩士,146,124,22
109,一般,公立,0007,國立陽明交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131092,數據科學與工程研究所,D 日,M 碩士,33,24,9
109,一般,公立,0007,國立陽明交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131100,資電亥客與安全碩士學位學程,D 日,M 碩士,6,5,1
